Name,Area,,
https://twitter.com/bchesky,Titan,,
https://twitter.com/emilyywu,Titan,,
https://twitter.com/emmawatson,Titan,,
https://twitter.com/thevikrampatel,Titan,,
https://twitter.com/pardissabeti,Titan,,
https://twitter.com/RWitherspoon,Titan,,
https://twitter.com/eji_org,Pioneer,,
https://twitter.com/MarysMeals,Pioneer,,
https://twitter.com/kiraorangejones,Pioneer,,
https://twitter.com/martinblaser,Pioneer,,
https://twitter.com/anitasarkeesian,Pioneer,,
https://twitter.com/auroraprize_,Pioneer,,
https://twitter.com/RudyTanzi,Pioneer,,
https://twitter.com/Lavernecox,Pioneer,,
https://twitter.com/ibradlycooper,Pioneer,,
https://twitter.com/chrisofili,Pioneer,,
https://twitter.com/jmargulies_,Pioneer,,
https://twitter.com/amyschumer,Pioneer,,
https://twitter.com/AlexanderWangNY,Pioneer,,
https://twitter.com/jillsoloway,Pioneer,,
https://twitter.com/prattprattpratt,Pioneer,,
https://twitter.com/AudraEqualityMc,Pioneer,,
https://twitter.com/TheTimMcGraw,Pioneer,,
https://twitter.com/KevinHart4real,Artist,,
https://twitter.com/adichiespeaks,Artist,,
https://twitter.com/_juliannemoore,Artist,,
https://twitter.com/thedarknolan,Artist,,
https://twitter.com/mariekondo,Artist,,
https://twitter.com/iamjohnoliver,Artist,,
https://twitter.com/jorgeramosnews,Artist,,
https://twitter.com/SenBobCorker,Artist,,
https://twitter.com/rulaghani,Artist,,
https://twitter.com/mbuhari,Artist,,
https://twitter.com/atsipras,Artist,,
https://twitter.com/obyezeks,Artist,,
https://twitter.com/HaiderAlAbadi,Artist,,
https://twitter.com/jokowi,Artist,,
https://twitter.com/kingsalman,Artist,,
https://twitter.com/JebBush,Artist,,
https://twitter.com/drfrieden,Leader,,
https://twitter.com/samanthajpower,Leader,,
https://twitter.com/raulcastror,Leader,,
https://twitter.com/malamshekau,Leader,,
https://twitter.com/netanyahu,Leader,,
https://twitter.com/Martin_Dempsey,Leader,,
https://twitter.com/bejiceofficial,Leader,,
https://twitter.com/mlp_officiel,Leader,,
https://twitter.com/SenateMajLdr,Leader,,
https://twitter.com/JZarif,Leader,,
https://twitter.com/JoanneLiu_MSF,Leader,,
https://twitter.com/scotusginsburg,Leader,,
https://twitter.com/taylorswift13,Leader,,
https://twitter.com/DVF,Leader,,
https://twitter.com/gabriel1medina,Leader,,
https://twitter.com/harukimurakami_,Leader,,
https://twitter.com/bjork,Leader,,
https://twitter.com/JerryBrownGov,Leader,,
https://twitter.com/AbbyWambach,Leader,,
https://twitter.com/inagarten,Leader,,
https://twitter.com/pikettylemonde,Leader,,
https://twitter.com/malala,Leader,,
